Time(h)/Currency(c);Description
1533,173.95;Price after 63 days in Metamorph:
1539,172.57;Price after 64 days in Metamorph:
1545,171.53;Price after 64 days in Metamorph:
1551,170.6;Price after 64 days in Metamorph:
1557,169.82;Price after 64 days in Metamorph:
1563,169.24;Price after 65 days in Metamorph:
1569,168.64;Price after 65 days in Metamorph:
1575,168.4;Price after 65 days in Metamorph:
1581,168.04;Price after 65 days in Metamorph:
1587,167.66;Price after 66 days in Metamorph:
1593,167.47;Price after 66 days in Metamorph:
1599,167.3;Price after 66 days in Metamorph:
1605,167.31;Price after 66 days in Metamorph:
1611,167.48;Price after 67 days in Metamorph:
1617,167.73;Price after 67 days in Metamorph:
1623,168.26;Price after 67 days in Metamorph:
1629,168.93;Price after 67 days in Metamorph:
1635,169.6;Price after 68 days in Metamorph:
1641,170.42;Price after 68 days in Metamorph:
1647,171.21;Price after 68 days in Metamorph:
1653,171.81;Price after 68 days in Metamorph:
1659,172.41;Price after 69 days in Metamorph:
1665,172.98;Price after 69 days in Metamorph:
1671,173.56;Price after 69 days in Metamorph:
1677,174.1;Price after 69 days in Metamorph:
1683,174.6;Price after 70 days in Metamorph:
1689,174.91;Price after 70 days in Metamorph:
1695,175.07;Price after 70 days in Metamorph:
1701,175.17;Price after 70 days in Metamorph:
1707,175.31;Price after 71 days in Metamorph:
1713,175.29;Price after 71 days in Metamorph:
1719,175.32;Price after 71 days in Metamorph:
1725,175.54;Price after 71 days in Metamorph:
1731,175.84;Price after 72 days in Metamorph:
1737,175.94;Price after 72 days in Metamorph:
1743,176.14;Price after 72 days in Metamorph:
1749,176.42;Price after 72 days in Metamorph:
1755,176.55;Price after 73 days in Metamorph:
1761,176.81;Price after 73 days in Metamorph:
1767,176.94;Price after 73 days in Metamorph:
1773,177.03;Price after 73 days in Metamorph:
1779,177.11;Price after 74 days in Metamorph:
1785,177.17;Price after 74 days in Metamorph:
1791,177.19;Price after 74 days in Metamorph:
1797,177.19;Price after 74 days in Metamorph:
1803,177.16;Price after 75 days in Metamorph:
1809,177.23;Price after 75 days in Metamorph:
1815,177.22;Price after 75 days in Metamorph:
1821,177.17;Price after 75 days in Metamorph:
1827,177.3;Price after 76 days in Metamorph:
1833,177.42;Price after 76 days in Metamorph:
1839,177.65;Price after 76 days in Metamorph:
1845,177.94;Price after 76 days in Metamorph:
1851,178.26;Price after 77 days in Metamorph:
1857,178.7;Price after 77 days in Metamorph:
1863,179.12;Price after 77 days in Metamorph:
1869,179.55;Price after 77 days in Metamorph:
1875,179.87;Price after 78 days in Metamorph:
1881,180.49;Price after 78 days in Metamorph:
1887,180.91;Price after 78 days in Metamorph:
1893,181.43;Price after 78 days in Metamorph:
1899,182;Price after 79 days in Metamorph:
1905,182.52;Price after 79 days in Metamorph:
1911,183.09;Price after 79 days in Metamorph:
1917,183.87;Price after 79 days in Metamorph:
1923,184.63;Price after 80 days in Metamorph:
1929,185.44;Price after 80 days in Metamorph:
1935,186.25;Price after 80 days in Metamorph:
1941,186.97;Price after 80 days in Metamorph:
1947,187.74;Price after 81 days in Metamorph:
1953,188.31;Price after 81 days in Metamorph:
1959,188.98;Price after 81 days in Metamorph:
1965,189.6;Price after 81 days in Metamorph:
1971,190.1;Price after 82 days in Metamorph:
1977,190.72;Price after 82 days in Metamorph:
1983,191.31;Price after 82 days in Metamorph:
1989,191.54;Price after 82 days in Metamorph:
1995,191.77;Price after 83 days in Metamorph:
2001,191.97;Price after 83 days in Metamorph:
2007,192.07;Price after 83 days in Metamorph:
2013,192.24;Price after 83 days in Metamorph:
2019,192.47;Price after 84 days in Metamorph:
2025,192.71;Price after 84 days in Metamorph:
2031,192.96;Price after 84 days in Metamorph:
2037,193.16;Price after 84 days in Metamorph:
2043,193.36;Price after 85 days in Metamorph:
2049,193.55;Price after 85 days in Metamorph:
2055,193.57;Price after 85 days in Metamorph:
2061,193.75;Price after 85 days in Metamorph:
21,2.5;Price after 0 day in Metamorph HC:
15,20.5;Price after 0 day in Metamorph HC:
9,26.62;Price after 0 day in Metamorph HC:
3,28.68;Price after 0 day in Metamorph HC:
3,30.15;Price after 0 day in Metamorph HC:
9,31.48;Price after 0 day in Metamorph HC:
15,33;Price after 0 day in Metamorph HC:
21,35.22;Price after 0 day in Metamorph HC:
27,36.64;Price after 1 day in Metamorph HC:
33,37.78;Price after 1 day in Metamorph HC:
39,38.89;Price after 1 day in Metamorph HC:
45,39.81;Price after 1 day in Metamorph HC:
51,43.66;Price after 2 days in Metamorph HC:
57,44.53;Price after 2 days in Metamorph HC:
63,45.42;Price after 2 days in Metamorph HC:
69,46.64;Price after 2 days in Metamorph HC:
75,47.77;Price after 3 days in Metamorph HC:
81,48.71;Price after 3 days in Metamorph HC:
87,49.33;Price after 3 days in Metamorph HC:
93,49.26;Price after 3 days in Metamorph HC:
99,49.4;Price after 4 days in Metamorph HC:
105,49.48;Price after 4 days in Metamorph HC:
111,49.4;Price after 4 days in Metamorph HC:
117,49.28;Price after 4 days in Metamorph HC:
123,49.23;Price after 5 days in Metamorph HC:
129,49.19;Price after 5 days in Metamorph HC:
135,49.1;Price after 5 days in Metamorph HC:
141,49.02;Price after 5 days in Metamorph HC:
147,48.97;Price after 6 days in Metamorph HC:
153,48.97;Price after 6 days in Metamorph HC:
159,48.97;Price after 6 days in Metamorph HC:
165,48.94;Price after 6 days in Metamorph HC:
171,48.97;Price after 7 days in Metamorph HC:
177,48.97;Price after 7 days in Metamorph HC:
183,48.97;Price after 7 days in Metamorph HC:
189,48.97;Price after 7 days in Metamorph HC:
195,49.01;Price after 8 days in Metamorph HC:
201,49.01;Price after 8 days in Metamorph HC:
207,49.05;Price after 8 days in Metamorph HC:
213,49.13;Price after 8 days in Metamorph HC:
219,49.21;Price after 9 days in Metamorph HC:
225,49.33;Price after 9 days in Metamorph HC:
231,49.46;Price after 9 days in Metamorph HC:
237,49.58;Price after 9 days in Metamorph HC:
243,49.7;Price after 10 days in Metamorph HC:
249,49.98;Price after 10 days in Metamorph HC:
255,50.36;Price after 10 days in Metamorph HC:
261,50.81;Price after 10 days in Metamorph HC:
267,51.31;Price after 11 days in Metamorph HC:
273,51.92;Price after 11 days in Metamorph HC:
279,52.6;Price after 11 days in Metamorph HC:
285,53.45;Price after 11 days in Metamorph HC:
291,54.28;Price after 12 days in Metamorph HC:
297,54.91;Price after 12 days in Metamorph HC:
303,55.71;Price after 12 days in Metamorph HC:
309,56.51;Price after 12 days in Metamorph HC:
315,57.22;Price after 13 days in Metamorph HC:
321,57.85;Price after 13 days in Metamorph HC:
327,58.35;Price after 13 days in Metamorph HC:
333,58.85;Price after 13 days in Metamorph HC:
339,59.27;Price after 14 days in Metamorph HC:
345,59.5;Price after 14 days in Metamorph HC:
351,59.65;Price after 14 days in Metamorph HC:
357,59.55;Price after 14 days in Metamorph HC:
363,59.43;Price after 15 days in Metamorph HC:
369,59.47;Price after 15 days in Metamorph HC:
375,59.33;Price after 15 days in Metamorph HC:
381,59.17;Price after 15 days in Metamorph HC:
387,59.09;Price after 16 days in Metamorph HC:
393,59.01;Price after 16 days in Metamorph HC:
399,58.93;Price after 16 days in Metamorph HC:
405,58.86;Price after 16 days in Metamorph HC:
411,58.81;Price after 17 days in Metamorph HC:
417,58.81;Price after 17 days in Metamorph HC:
423,58.77;Price after 17 days in Metamorph HC:
429,58.82;Price after 17 days in Metamorph HC:
435,58.86;Price after 18 days in Metamorph HC:
441,58.86;Price after 18 days in Metamorph HC:
447,58.85;Price after 18 days in Metamorph HC:
453,58.91;Price after 18 days in Metamorph HC:
459,58.91;Price after 19 days in Metamorph HC:
465,58.87;Price after 19 days in Metamorph HC:
471,58.87;Price after 19 days in Metamorph HC:
477,58.81;Price after 19 days in Metamorph HC:
483,58.78;Price after 20 days in Metamorph HC:
489,58.78;Price after 20 days in Metamorph HC:
495,58.78;Price after 20 days in Metamorph HC:
501,58.73;Price after 20 days in Metamorph HC:
507,58.69;Price after 21 days in Metamorph HC:
513,58.63;Price after 21 days in Metamorph HC:
519,58.55;Price after 21 days in Metamorph HC:
525,58.43;Price after 21 days in Metamorph HC:
531,58.31;Price after 22 days in Metamorph HC:
537,58.19;Price after 22 days in Metamorph HC:
543,58.06;Price after 22 days in Metamorph HC:
549,57.9;Price after 22 days in Metamorph HC:
555,57.73;Price after 23 days in Metamorph HC:
561,57.56;Price after 23 days in Metamorph HC:
567,57.4;Price after 23 days in Metamorph HC:
573,57.22;Price after 23 days in Metamorph HC:
579,57.06;Price after 24 days in Metamorph HC:
585,56.91;Price after 24 days in Metamorph HC:
591,56.78;Price after 24 days in Metamorph HC:
597,56.67;Price after 24 days in Metamorph HC:
603,56.57;Price after 25 days in Metamorph HC:
609,56.53;Price after 25 days in Metamorph HC:
615,56.42;Price after 25 days in Metamorph HC:
621,56.37;Price after 25 days in Metamorph HC:
627,56.29;Price after 26 days in Metamorph HC:
633,56.21;Price after 26 days in Metamorph HC:
639,56.12;Price after 26 days in Metamorph HC:
645,56.05;Price after 26 days in Metamorph HC:
651,55.96;Price after 27 days in Metamorph HC:
657,55.88;Price after 27 days in Metamorph HC:
663,55.76;Price after 27 days in Metamorph HC:
669,55.63;Price after 27 days in Metamorph HC:
675,55.49;Price after 28 days in Metamorph HC:
681,55.28;Price after 28 days in Metamorph HC:
687,55.13;Price after 28 days in Metamorph HC:
693,54.96;Price after 28 days in Metamorph HC:
699,54.84;Price after 29 days in Metamorph HC:
705,54.65;Price after 29 days in Metamorph HC:
711,54.41;Price after 29 days in Metamorph HC:
717,54.16;Price after 29 days in Metamorph HC:
723,53.88;Price after 30 days in Metamorph HC:
729,53.54;Price after 30 days in Metamorph HC:
735,53.25;Price after 30 days in Metamorph HC:
741,52.96;Price after 30 days in Metamorph HC:
747,52.69;Price after 31 days in Metamorph HC:
753,52.48;Price after 31 days in Metamorph HC:
759,52.28;Price after 31 days in Metamorph HC:
765,52.08;Price after 31 days in Metamorph HC:
771,51.78;Price after 32 days in Metamorph HC:
777,51.56;Price after 32 days in Metamorph HC:
783,51.33;Price after 32 days in Metamorph HC:
789,51.13;Price after 32 days in Metamorph HC:
795,50.95;Price after 33 days in Metamorph HC:
801,50.81;Price after 33 days in Metamorph HC:
807,50.62;Price after 33 days in Metamorph HC:
813,50.41;Price after 33 days in Metamorph HC:
819,50.18;Price after 34 days in Metamorph HC:
825,49.93;Price after 34 days in Metamorph HC:
831,49.6;Price after 34 days in Metamorph HC:
837,49.27;Price after 34 days in Metamorph HC:
843,48.98;Price after 35 days in Metamorph HC:
849,48.69;Price after 35 days in Metamorph HC:
855,48.44;Price after 35 days in Metamorph HC:
861,48.15;Price after 35 days in Metamorph HC:
867,47.86;Price after 36 days in Metamorph HC:
873,47.56;Price after 36 days in Metamorph HC:
879,47.31;Price after 36 days in Metamorph HC:
885,47.1;Price after 36 days in Metamorph HC:
891,46.91;Price after 37 days in Metamorph HC:
897,46.75;Price after 37 days in Metamorph HC:
903,46.66;Price after 37 days in Metamorph HC:
909,46.59;Price after 37 days in Metamorph HC:
915,46.54;Price after 38 days in Metamorph HC:
921,46.49;Price after 38 days in Metamorph HC:
927,46.5;Price after 38 days in Metamorph HC:
933,46.6;Price after 38 days in Metamorph HC:
939,46.76;Price after 39 days in Metamorph HC:
945,46.99;Price after 39 days in Metamorph HC:
951,47.18;Price after 39 days in Metamorph HC:
957,47.34;Price after 39 days in Metamorph HC:
963,47.51;Price after 40 days in Metamorph HC:
969,47.68;Price after 40 days in Metamorph HC:
975,47.93;Price after 40 days in Metamorph HC:
981,48.21;Price after 40 days in Metamorph HC:
987,48.52;Price after 41 days in Metamorph HC:
993,48.86;Price after 41 days in Metamorph HC:
999,49.15;Price after 41 days in Metamorph HC:
1005,49.38;Price after 41 days in Metamorph HC:
1011,49.53;Price after 42 days in Metamorph HC:
1017,49.65;Price after 42 days in Metamorph HC:
1023,49.85;Price after 42 days in Metamorph HC:
1029,50.08;Price after 42 days in Metamorph HC:
1035,50.36;Price after 43 days in Metamorph HC:
1041,50.71;Price after 43 days in Metamorph HC:
1047,51.01;Price after 43 days in Metamorph HC:
1053,51.3;Price after 43 days in Metamorph HC:
1059,51.63;Price after 44 days in Metamorph HC:
1065,51.94;Price after 44 days in Metamorph HC:
1071,52.29;Price after 44 days in Metamorph HC:
1077,52.75;Price after 44 days in Metamorph HC:
1083,53.29;Price after 45 days in Metamorph HC:
1089,53.87;Price after 45 days in Metamorph HC:
1095,54.42;Price after 45 days in Metamorph HC:
1101,55;Price after 45 days in Metamorph HC:
1107,55.55;Price after 46 days in Metamorph HC:
1113,56.04;Price after 46 days in Metamorph HC:
1119,56.49;Price after 46 days in Metamorph HC:
1125,56.92;Price after 46 days in Metamorph HC:
1131,57.28;Price after 47 days in Metamorph HC:
1137,57.67;Price after 47 days in Metamorph HC:
1143,58.14;Price after 47 days in Metamorph HC:
1149,58.51;Price after 47 days in Metamorph HC:
1155,58.78;Price after 48 days in Metamorph HC:
1161,58.97;Price after 48 days in Metamorph HC:
1167,59.13;Price after 48 days in Metamorph HC:
1173,59.19;Price after 48 days in Metamorph HC:
1179,59.35;Price after 49 days in Metamorph HC:
1185,59.43;Price after 49 days in Metamorph HC:
1191,59.55;Price after 49 days in Metamorph HC:
1197,59.66;Price after 49 days in Metamorph HC:
1203,59.72;Price after 50 days in Metamorph HC:
1209,59.69;Price after 50 days in Metamorph HC:
1215,59.54;Price after 50 days in Metamorph HC:
1221,59.39;Price after 50 days in Metamorph HC:
1227,59.29;Price after 51 days in Metamorph HC:
1233,59.21;Price after 51 days in Metamorph HC:
1239,59.09;Price after 51 days in Metamorph HC:
1245,59.04;Price after 51 days in Metamorph HC:
1251,58.93;Price after 52 days in Metamorph HC:
1257,58.89;Price after 52 days in Metamorph HC:
1263,58.8;Price after 52 days in Metamorph HC:
1269,58.72;Price after 52 days in Metamorph HC:
1275,58.74;Price after 53 days in Metamorph HC:
1281,58.82;Price after 53 days in Metamorph HC:
1287,58.9;Price after 53 days in Metamorph HC:
1293,58.98;Price after 53 days in Metamorph HC:
1299,59.08;Price after 54 days in Metamorph HC:
1305,59.21;Price after 54 days in Metamorph HC:
1311,59.38;Price after 54 days in Metamorph HC:
1317,59.55;Price after 54 days in Metamorph HC:
1323,59.68;Price after 55 days in Metamorph HC:
1329,59.8;Price after 55 days in Metamorph HC:
1335,59.93;Price after 55 days in Metamorph HC:
1341,60.05;Price after 55 days in Metamorph HC:
1347,60.13;Price after 56 days in Metamorph HC:
1353,60.24;Price after 56 days in Metamorph HC:
1359,60.33;Price after 56 days in Metamorph HC:
1365,60.42;Price after 56 days in Metamorph HC:
1371,60.55;Price after 57 days in Metamorph HC:
1377,60.6;Price after 57 days in Metamorph HC:
